,numero_de_cliente
1749978,24317595
1750407,24323831
1750921,24327694
1751001,24328350
1751584,24332024
1752650,24352993
1752836,24355679
1753388,24368765
1753452,24369047
1755233,24397561
1755365,24399321
1755544,24402068
1756438,24419723
1756880,24426534
1757024,24428993
1757174,24434233
1757382,24437714
1758283,24467216
1758740,24475467
1759413,24486800
1761006,24515473
1761524,24522230
1761702,24524252
1761881,24527513
1761968,24528628
1762217,24534440
1762246,24535215
1762475,24536813
1762551,24538480
1763180,24548923
1763289,24549378
1764161,24558068
1764346,24559446
1764549,24562267
1764894,24564648
1765002,24565717
1765034,24566014
1765568,24569090
1765710,24570440
1765867,24571756
1765984,24572868
1766314,24574820
1766867,24580362
1766974,24581466
1767099,24582720
1767197,24583272
1767519,24585583
1769035,24597488
1769607,24603041
1770245,24608714
1770261,24608957
1771033,24615965
1771092,24616417
1771108,24616459
1771880,24623170
1773113,24640342
1773186,24641631
1773353,24644691
1773648,24650410
1773677,24650669
1773828,24653015
1773892,24653895
1773976,24655412
1774080,24657364
1774154,24657746
1774586,24663504
1775200,24669648
1777236,24687322
1778086,24701998
1778443,24710800
1779262,24723195
1780099,24733001
1780613,24737527
1780865,24741603
1781941,24753006
1782283,24757567
1782766,24760569
1783020,24763352
1783354,24767527
1783849,24771795
1784355,24780123
1784566,24782211
1784631,24785086
1785058,24796234
1785498,24805261
1786200,24819454
1786402,24823579
1786787,24828310
1787080,24832713
1787522,24838541
1787673,24840165
1787773,24840887
1788417,24849608
1788924,24857044
1789050,24858712
1789410,24864828
1789426,24864944
1789972,24874669
1790403,24883313
1791321,24897560
1791458,24899316
1791612,24903681
1791854,24908246
1792281,24914204
1792451,24916616
1792681,24919761
1792885,24921505
1793570,24936698
1793941,24940858
1793969,24941356
1794525,24946006
1794715,24948155
1794963,24951208
1795248,24954419
1795457,24955951
1795531,24957591
1796002,24964008
1796045,24964394
1796589,24968446
1797344,24975030
1797745,24977959
1797825,24978977
1797913,24980116
1798406,24987212
1798864,24990666
1799253,24994703
1799555,24997346
1799609,24997551
1799801,24998955
1800351,25004026
1800631,25006226
1800647,25006615
1800847,25008888
1801523,25013295
1801931,25018791
1802065,25019817
1802924,25028670
1803320,25031873
1803605,25034362
1803832,25035886
1803924,25036619
1804115,25039799
1805076,25051322
1805208,25054621
1805256,25057504
1806053,25075715
1806107,25078428
1806688,25088704
1806730,25090186
1806772,25091595
1807843,25111086
1808202,25117342
1808718,25125859
1808908,25129254
1808989,25129941
1809011,25130196
1809060,25131365
1809804,25144146
1809852,25145686
1810674,25158475
1810738,25159266
1812271,25177693
1812556,25181200
1812811,25183755
1813293,25190539
1813819,25195803
1813867,25196347
1814715,25206643
1816076,25219945
1816129,25220439
1816440,25222650
1817106,25227574
1817293,25229033
1817621,25231680
1818354,25237526
1818402,25237662
1818741,25241019
1819638,25247896
1820721,25256783
1821887,25265917
1823635,25280041
1823699,25280473
1823887,25282241
1824091,25283564
1824194,25284382
1824939,25292043
1825089,25293196
1825578,25297700
1825928,25300054
1826185,25303261
1826392,25305966
1826939,25310593
1827927,25318658
1828148,25320719
1830852,25345578
1831453,25360779
1831559,25364044
1831710,25365684
1831814,25367586
1832488,25378693
1832781,25383570
1832813,25384632
1833387,25397158
1833451,25397937
1833971,25406292
1834192,25410101
1834599,25420130
1834774,25422747
1834980,25426166
1835325,25433591
1835457,25435667
1835725,25439368
1836204,25448726
1836300,25450366
1837139,25462433
1837343,25464239
1837626,25468785
1837642,25469217
1838065,25473886
1838322,25476626
1838502,25478714
1839016,25481697
1839303,25486027
1841254,25500741
1841270,25500911
1842498,25509015
1842514,25509161
1842756,25512090
1843088,25516810
1843124,25519168
1843390,25522348
1844363,25534615
1844637,25538860
1844783,25541647
1845022,25544610
1845151,25545529
1845241,25546281
1845290,25547011
1845561,25549457
1845907,25553609
1846215,25555632
1846263,25556037
1846717,25561906
1848441,25581128
1848473,25581213
1848684,25583474
1848732,25583737
1848907,25587071
1849153,25589722
1850184,25598984
1850682,25602233
1850746,25602499
1850770,25602603
1852738,25621308
1852770,25621698
1852864,25621968
1853648,25629173
1853707,25629763
1853723,25630076
1853761,25630172
1854543,25638909
1855780,25650463
1856669,25659439
1856851,25661993
1856883,25662155
1857481,25667573
1857649,25668936
1857665,25669430
1858705,25678502
1859268,25682164
1860435,25692657
1861033,25698372
1861193,25700263
1861410,25702648
1862062,25708463
1862256,25709787
1863361,25724065
1863478,25725759
1863933,25731841
1864492,25736086
1865064,25741489
1865395,25746810
1865491,25747478
1865870,25751518
1866304,25756257
1866651,25760147
1866721,25760687
1866769,25760961
1867179,25763358
1867394,25764758
1867486,25765341
1867869,25768760
1868137,25771489
1868576,25775201
1868959,25779450
1869115,25781557
1869166,25782016
1870021,25788962
1870754,25797938
1870880,25799146
1870928,25799563
1871128,25801600
1871224,25801998
1871411,25804641
1871624,25806968
1872140,25812641
1873159,25822640
1873193,25823164
1873337,25824600
1873704,25828579
1874060,25831971
1874214,25833723
1875266,25845195
1875779,25850779
1875855,25852497
1876400,25858069
1876669,25860373
1876796,25864579
1877164,25875601
1877431,25879498
1878958,25904138
1879357,25909116
1879963,25917795
1880762,25930120
1880948,25931695
1881741,25944742
1881943,25948933
1882043,25950558
1882580,25958515
1882989,25960101
1883713,25967661
1884386,25974132
1884721,25976926
1884757,25977474
1885226,25980342
1885432,25981221
1885465,25981349
1885699,25984000
1885731,25984054
1886301,25990687
1886403,25991386
1887998,26005819
1888046,26006012
1888062,26006077
1889914,26030099
1890034,26032149
1890180,26034167
1891567,26046739
1891587,26046863
1891683,26047577
1891847,26048457
1891959,26049333
1892348,26053570
1893633,26065351
1894348,26074115
1895320,26083755
1895634,26088092
1895731,26089154
1895747,26089219
1896010,26091824
1896153,26094105
1896256,26095741
1896735,26102085
1897383,26108900
1897506,26110162
1897602,26110868
1897788,26113126
1898004,26115619
1898084,26116259
1898852,26122577
1900021,26135373
1900355,26138900
1900550,26141408
1900649,26142400
1901057,26148324
1901404,26151581
1901746,26155316
1901994,26156999
1902251,26159465
1902626,26162984
1903117,26170768
1903146,26171096
1903299,26172616
1903855,26179759
1904175,26182518
1904477,26185420
1905088,26191236
1905882,26199216
1906315,26203878
1906387,26205275
1906628,26208150
1906673,26208412
1906745,26209558
1906930,26212136
1907058,26213441
1907074,26213483
1907135,26213981
1907235,26214687
1907873,26223188
1908192,26226503
1909260,26237328
1909371,26238628
1910457,26249916
1910493,26250240
1910741,26252339
1910801,26252733
1911073,26254431
1911144,26254643
1911173,26254917
1912342,26263785
1912587,26266270
1912921,26270978
1913113,26273919
1913423,26276562
1914646,26290497
1914668,26290740
1917448,26315762
1918366,26328327
1918979,26332410
1919031,26332772
1920470,26349872
1921121,26354919
1921210,26356563
1921850,26362846
1922487,26367067
1922700,26368738
1922860,26369109
1923148,26370587
1923617,26375001
1924934,26387234
1926317,26400374
1926415,26402045
1927530,26411307
1929572,26435032
1929671,26435927
1929835,26439489
1929852,26439867
1929912,26441469
1929928,26441573
1930105,26447277
1930330,26452490
1930450,26455377
1930652,26461408
1931232,26472453
1931598,26478044
1932055,26486592
1932541,26493168
1932821,26498570
1932917,26499948
1933570,26510792
1933737,26512355
1934514,26521003
1935562,26531345
1935871,26537203
1936042,26538747
1936429,26542930
1936482,26543667
1936720,26545743
1936848,26546901
1937042,26548977
1937622,26556807
1937969,26559971
1938323,26563888
1938423,26564961
1938455,26565084
1938698,26567762
1938762,26568364
1938859,26570093
1938943,26570572
1938975,26570610
1939161,26573717
1939404,26576900
1939783,26581091
1939956,26582369
1939985,26582685
1940073,26584838
1940370,26588408
1940913,26594289
1941251,26597974
1941705,26603041
1941798,26603674
1942004,26607217
1942608,26616355
1942754,26617196
1942814,26617748
1943871,26628866
1944181,26631532
1944872,26640983
1945556,26647211
1945636,26648284
1945726,26649538
1945805,26650210
1945836,26650700
1946356,26655288
1946586,26657550
1946664,26658337
1946750,26659857
1946782,26660212
1946787,26660290
1947411,26668640
1948936,26686407
1949389,26690193
1949838,26694199
1950059,26696657
1950234,26699566
1950421,26701118
1950541,26702754
1950647,26704004
1951504,26712845
1951566,26714011
1951664,26715203
1951902,26718375
1952024,26720532
1952484,26725634
1952827,26728779
1953200,26732989
1954858,26750451
1955266,26754685
1955728,26758818
1956082,26763360
1956313,26767446
1956888,26774022
1957605,26781045
1957791,26782886
1957935,26784229
1957939,26784499
1957990,26785325
1958049,26785966
1958538,26790998
1958868,26794031
1959634,26801923
1960924,26814684
1961064,26815306
1961336,26818597
1961352,26818829
1961513,26820847
1961783,26824332
1962122,26827338
1962147,26827720
1962906,26835523
1962910,26836094
1963444,26841130
1963460,26841184
1963648,26844796
1965525,26864682
1965582,26865075
1965610,26865415
1965786,26868004
1965818,26868128
1966117,26872230
1966413,26875109
1966428,26875321
1967101,26882387
1967253,26883170
1967875,26890660
1968234,26894809
1969146,26904043
1969912,26927263
1970066,26932858
1970427,26939855
1970738,26944717
1971182,26951459
1971331,26953412
1971350,26953786
1971888,26961338
1972830,26978561
1973756,26994587
1975266,27017861
1975572,27020041
1976636,27034601
1976826,27038367
1976982,27040405
1977410,27043716
1978487,27059519
1978705,27062000
1978737,27062552
1979146,27066746
1979306,27067939
1979661,27070675
1979774,27072628
1980411,27078875
1980692,27080967
1981127,27085409
1981714,27092945
1982299,27099259
1982488,27102103
1982626,27103913
1982815,27105811
1983196,27108810
1983457,27113321
1983523,27114166
1983790,27118117
1984589,27129050
1985514,27151575
1985684,27154635
1985787,27157726
1985840,27161122
1986118,27165217
1986893,27180707
1987145,27184014
1987314,27186148
1987330,27186673
1987416,27187792
1987791,27192480
1987929,27194618
1987961,27195695
1988377,27201321
1988425,27201592
1988449,27202240
1988776,27208403
1989125,27215441
1989212,27216916
1989476,27219119
1990106,27232460
1990199,27233806
1990512,27238117
1991206,27245877
1991402,27247726
1991804,27251639
1991884,27252862
1992078,27256351
1992805,27265504
1993757,27278212
1993981,27281662
1994044,27283510
1994232,27285274
1994644,27290650
1995492,27300278
1995735,27303477
1995819,27304214
1996221,27308428
1996237,27308440
1996431,27310535
1996946,27316821
1997453,27323165
1997939,27330197
1998830,27340701
1999277,27346482
1999355,27352749
1999387,27354902
1999706,27369817
1999995,27379935
2000948,27399906
2001792,27409900
2002120,27412656
2002617,27417422
2002721,27417981
2002833,27418896
2003181,27423048
2003339,27425051
2003512,27426178
2005632,27448490
2005965,27453943
2005981,27454310
2005992,27454325
2008009,27475276
2008676,27482307
2008951,27486860
2009213,27489824
2010191,27501038
2010475,27503404
2010523,27504091
2010588,27504948
2011617,27517686
2012040,27523293
2012903,27534770
2013124,27537386
2013722,27546895
2013754,27547231
2013773,27547381
2014238,27553795
2014274,27553957
2014761,27562234
2014778,27564569
2015274,27579623
2015653,27589915
2015767,27592601
2015847,27593075
2016345,27607524
2016438,27611309
2016637,27617962
2016777,27622581
2017158,27631538
2017700,27639009
2017834,27640105
2017910,27642135
2017958,27642752
2018551,27650320
2018568,27650621
2018961,27656587
2019209,27659643
2019675,27663626
2019982,27666690
2020163,27668492
2020852,27676434
2021760,27688929
2022476,27697678
2022773,27701992
2023293,27709328
2024089,27719674
2024160,27720789
2024207,27721453
2024612,27726825
2024818,27730213
2024866,27730498
2025474,27738239
2025490,27738363
2026336,27750611
2026755,27756361
2026791,27756944
2026846,27757480
2027273,27763767
2027636,27767282
2027704,27767857
2028400,27777987
2028715,27781815
2029103,27787793
2029390,27790371
2029470,27791451
2029486,27791459
2030104,27799123
2030717,27808832
2031454,27815848
2031718,27819190
2031854,27820853
2031882,27821034
2031928,27821459
2032094,27825403
2032769,27833017
2032893,27833530
2033184,27838072
2033748,27845114
2033825,27846091
2033857,27846133
2035044,27862484
2036063,27876264
2036370,27879031
2036616,27883311
2037008,27887479
2037204,27889562
2037423,27892190
2037455,27892326
2037543,27893394
2038141,27901718
2038315,27903200
2038963,27911435
2039020,27912327
2039475,27920338
2039551,27921299
2039617,27922476
2040142,27927797
2040219,27928233
2040435,27930290
2041029,27940548
2041226,27943388
2041564,27946680
2041972,27954506
2042128,27964458
2042199,27968961
2042395,27983583
2042758,27998355
2043795,28023026
2044754,28033453
2044980,28036100
2045392,28041877
2045530,28043490
2045770,28046180
2046409,28059235
2047117,28065575
2047903,28074976
2048028,28076288
2048339,28080101
2048650,28084917
2048714,28085719
2048856,28087271
2048983,28089227
2049431,28094255
2049846,28102776
2050259,28107183
2050275,28107330
2050509,28109996
2050783,28113118
2050815,28113211
2050847,28113465
2052019,28127833
2052488,28134501
2052548,28135458
2052663,28137117
2053377,28146116
2054199,28161186
2054728,28169270
2054776,28169390
2054792,28169398
2055133,28174052
2055275,28175781
2055323,28176201
2055758,28183001
2055878,28184471
2056040,28185316
2056146,28186671
2056501,28191919
2057119,28199185
2057367,28201702
2057532,28203488
2057912,28209439
2058257,28214378
2058520,28218249
2058758,28221359
2058891,28223841
2059354,28229251
2059649,28233415
2059994,28239238
2060340,28243128
2061023,28250800
2061276,28254593
2061521,28256522
2061763,28261369
2061779,28261632
2062950,28278623
2063099,28281274
2063218,28282362
2063618,28286850
2063684,28287885
2063863,28290327
2064004,28293249
2064023,28293337
2064186,28295730
2064407,28297706
2064439,28297845
2064593,28299847
2064738,28302719
2064985,28306701
2065033,28307095
2065081,28308048
2065363,28310147
2067377,28338569
2067850,28343987
2068148,28347992
2068618,28355012
2068916,28357513
2069146,28359816
2069162,28359882
2069329,28361433
2069639,28364003
2070014,28370027
2070083,28370695
2070345,28373284
2070525,28374774
2070616,28375654
2070768,28376811
2071272,28380007
2071642,28384757
2072094,28391240
2072114,28391329
2072808,28397889
2074436,28417767
2074627,28421348
2074724,28422255
2074908,28425597
2075066,28426014
2075088,28426388
2075683,28431424
2076332,28440878
2077101,28453274
2077133,28453953
2077469,28456677
2077558,28458321
2078213,28479519
2078438,28486322
2079131,28507732
2079510,28515604
2079716,28519791
2080930,28550134
2081389,28562452
2082200,28581161
2082694,28599862
2082978,28613727
2083179,28623274
2083271,28626577
2083287,28627091
2083551,28640474
2083698,28645579
2083746,28646752
2083874,28650360
2084015,28652220
2084063,28652680
2085005,28667525
2085097,28668814
2085145,28668969
2086304,28686762
2086447,28688229
2086566,28690444
2086649,28691690
2086913,28695028
2087012,28696680
2087457,28702214
2088473,28715091
2088623,28718051
2088639,28718225
2088981,28721814
2089245,28724226
2089346,28725885
2089664,28730851
2089997,28735220
2090090,28736019
2091153,28749201
2091248,28750270
2091307,28750521
2091662,28754496
2092261,28763128
2092721,28767933
2093212,28776723
2093305,28777669
2093592,28780602
2093722,28781999
2093796,28782998
2094770,28811678
2095086,28821507
2095117,28821731
2095909,28841937
2095964,28842635
2095984,28843411
2097161,28868722
2097356,28870293
2097505,28871948
2098485,28887249
2098627,28888584
2098743,28890132
2098759,28890170
2098791,28890271
2098932,28892474
2099103,28895638
2099458,28902326
2099811,28909272
2099889,28910191
2100603,28920537
2100683,28922254
2101060,28925824
2101222,28927479
2101762,28936085
2102326,28945416
2103240,28957849
2103367,28959239
2103455,28961809
2103493,28962237
2104252,28974246
2104309,28975049
2104476,28978036
2104850,28982354
2105051,28984623
2105660,28993441
2105804,28994850
2105919,28997277
2106114,29000376
2106442,29005111
2106576,29008657
2106787,29010918
2107262,29018100
2107609,29023267
2107782,29030183
2107822,29037013
2107921,29048023
2107989,29055034
2108112,29067538
2108230,29080380
2108788,29108015
2109440,29127769
2109756,29139118
2110129,29150965
2110574,29168879
2111021,29176234
2111139,29178283
2111295,29180533
2111555,29183041
2112374,29194557
2112434,29194823
2112727,29197235
2113093,29211042
2113160,29212918
2113176,29213030
2113249,29215036
2113398,29216719
2113842,29222723
2114026,29225031
2114038,29225351
2114059,29225618
2114390,29230384
2114918,29238345
2115345,29244917
2115445,29246148
2115698,29250462
2115775,29251539
2115791,29251701
2116559,29263586
2116672,29264960
2117124,29269441
2117618,29277452
2117766,29279204
2117935,29281261
2118174,29283750
2118190,29283765
2118238,29284132
2118327,29286150
2118359,29286517
2118505,29289801
2118922,29298425
2119993,29315702
2120221,29318130
2120400,29322560
2120439,29323243
2120522,29324265
2120770,29327565
2120834,29328275
2121482,29338416
2121620,29339416
2122016,29344012
2122832,29352625
2122837,29352664
2123367,29360478
2124196,29371349
2124321,29373908
2124532,29378314
2124548,29378681
2125135,29386364
2125526,29391667
2125656,29392909
2125704,29393511
2125720,29393801
2125813,29394291
2126169,29397062
2126671,29401291
2127763,29410541
2127881,29411521
2128100,29413435
2128230,29414327
2128529,29417059
2128590,29417873
2129045,29422801
2129692,29427964
2129774,29429643
2130135,29435312
2130418,29443863
2130672,29447221
2131637,29464810
2131669,29465343
2131870,29468059
2132020,29469989
2132068,29470537
2132193,29472451
2132640,29477140
2132837,29479868
2133361,29489770
2133466,29492124
2134201,29505148
2135077,29515795
2135298,29520530
2135584,29525423
2135930,29531420
2136304,29536545
2136337,29538660
2136631,29544194
2136681,29545567
2137164,29554952
2137522,29560652
2137647,29562987
2138025,29568486
2138171,29571156
2139485,29590386
2140406,29606536
2140702,29612012
2140716,29612386
2140849,29613644
2141044,29615743
2141240,29617098
2141307,29617796
2141323,29617862
2141861,29624268
2141877,29624773
2142294,29631064
2142367,29632310
2142836,29643381
2143240,29648780
2143423,29652076
2143563,29654955
2144379,29670854
2144925,29681092
2144941,29681547
2145115,29684970
2146102,29701498
2146308,29705623
2146940,29716822
2147388,29723626
2147404,29723753
2147758,29731448
2148354,29739683
2148463,29742149
2149153,29752008
2150209,29767989
2150766,29775568
2150992,29779361
2151338,29787758
2151887,29806258
2152015,29809747
2152732,29837219
2153337,29861346
2153483,29866559
2153911,29880976
2154276,29894614
2154516,29897443
2154581,29898442
2154975,29907850
2154995,29907943
2155253,29914059
2155269,29914214
2155623,29921507
2156703,29946741
2157161,29951905
2157349,29953703
2157565,29956057
2158103,29960665
2158144,29961348
2158252,29962135
2158282,29962401
2158589,29970706
2159329,29995110
2159361,29995419
2159808,30003584
2160376,30011021
2160408,30011534
2160560,30015682
2160721,30019850
2160972,30022713
2161055,30023860
2161759,30036201
2162218,30043035
2162337,30046709
2162555,30049283
2163033,30056457
2163193,30058861
2163565,30068172
2163754,30071202
2164119,30080938
2164428,30084697
2165166,30096891
2165916,30111675
2166461,30118366
2166746,30121859
2167432,30131858
2167509,30133073
2167668,30135508
2168181,30143882
2168478,30148467
2168745,30153009
2168792,30154560
2169000,30159133
2169219,30162050
2169766,30169074
2169883,30171559
2170007,30173542
2170331,30178941
2170384,30180002
2170495,30181801
2170904,30190109
2171216,30197244
2171480,30199552
2171561,30200806
2172566,30217689
2172582,30217879
2172968,30225025
2173249,30228715
2173458,30233214
2173823,30239547
2174203,30244857
2175309,30262952
2175765,30270091
2175821,30271495
2175837,30271604
2176132,30276794
2176346,30281375
2176596,30285666
2176912,30290489
2177071,30294927
2177174,30297301
2177943,30309769
2177991,30310213
2178566,30320412
2178933,30324094
2179354,30326228
2179381,30326278
2179934,30329230
2180284,30333868
2180836,30341170
2181000,30342872
2181500,30348266
2181580,30348610
2182497,30360889
2182880,30366110
2182952,30368376
2183062,30369344
2183078,30369456
2183098,30369912
2183198,30370957
2183273,30372729
2183461,30375615
2184344,30391777
2184387,30393340
2184411,30393444
2184567,30395589
2184786,30399194
2184914,30401497
2185292,30407861
2185332,30407988
2185555,30410910
2185862,30414826
2186094,30417644
2186126,30417825
2186393,30420789
2186732,30427719
2187299,30440223
2187603,30444830
2187697,30446212
2189564,30476891
2189844,30479847
2190037,30483308
2190289,30487495
2190463,30490089
2190672,30492223
2191470,30511213
2192231,30524229
2192666,30528717
2192732,30529956
2193170,30534239
2194039,30583658
2194122,30585842
2194371,30594501
2194548,30602987
2194612,30603508
2194843,30610007
2194961,30612376
2195296,30617644
2195583,30627936
2195999,30646312
2196269,30656477
2196680,30668135
2196783,30669941
2197188,30679427
2197294,30681842
2197342,30683540
2197891,30700161
2197983,30701863
2198017,30702615
2198111,30704197
2198386,30708547
2198631,30712521
2198961,30715964
2199118,30718634
2199154,30720486
2199610,30733117
2199960,30738068
2200008,30739191
2200065,30740283
2200127,30742591
2201080,30756850
2201215,30758331
2201247,30758991
2201585,30764927
2201693,30767917
2201756,30768948
2201896,30771282
2201976,30772918
2202000,30773953
2202032,30774678
2202098,30775558
2202135,30776820
2202167,30776959
2202431,30781184
2202808,30790423
2203204,30798747
2203288,30799418
2203336,30800935
2203468,30801992
2204309,30820315
2204489,30822850
2204567,30823722
2204655,30827523
2205044,30836318
2205821,30849967
2206786,30868282
2207447,30883189
2207833,30892779
2207941,30895214
2207957,30895368
2208342,30903484
2208596,30908350
2209041,30915647
2209189,30918086
2209711,30925719
2209798,30927661
2210049,30930779
2210097,30931072
2210169,30932944
2210384,30935298
2210484,30937077
2211090,30945983
2211122,30946280
2211373,30950332
2211506,30952231
2211843,30957880
2211882,30959262
2211988,30960613
2212048,30961369
2212118,30962407
2213543,30984534
2213576,30985102
2213935,30991512
2213967,30991955
2214074,30993082
2214113,30993642
2214653,31000920
2215791,31018316
2215807,31018853
2215871,31020520
2216263,31028025
2216875,31037067
2217120,31039726
2217534,31046923
2217674,31049400
2218635,31067549
2220301,31094068
2220945,31105804
2221927,31119295
2222713,31131863
2223437,31140917
2223531,31142584
2223722,31144556
2224005,31149159
2224319,31154828
2224335,31154844
2224838,31160127
2225177,31165124
2225256,31166922
2225286,31167050
2225373,31169971
2225506,31173135
2225602,31174278
2226471,31183481
2226487,31183501
2226631,31184446
2226727,31186445
2226915,31190748
2227121,31194341
2228029,31204976
2228033,31205262
2228209,31208870
2229274,31226015
2229897,31238970
2230118,31243373
2230577,31250007
2230726,31251361
2230873,31252530
2231335,31259187
2231595,31266720
2232032,31273454
2232236,31279787
2232348,31285637
2232660,31301046
2232742,31304260
2232758,31304287
2233030,31315201
2233075,31317443
2233200,31329301
2233498,31347697
2233953,31365217
2234264,31372059
2234614,31382718
2234956,31400373
2236282,31429068
2236519,31431349
2236535,31431904
2236830,31436261
2237018,31440688
2237133,31442370
2237345,31444693
2237636,31448367
2238167,31452878
2238632,31460048
2238919,31475303
2238969,31476677
2240107,31490098
2240246,31494092
2240753,31503485
2241199,31510956
2241231,31511137
2241706,31521850
2241782,31522938
2241814,31523452
2242209,31532447
2242312,31534446
2242405,31536418
2242507,31537379
2242586,31537846
2243402,31551989
2243837,31558704
2244099,31563018
2244220,31564971
2245209,31579056
2245805,31592323
2245994,31594137
2246079,31595233
2246209,31596317
2248019,31631345
2248216,31636266
2248455,31639052
2249217,31652223
2249237,31652439
2249411,31656703
2249543,31658601
2249777,31662592
2249809,31662765
2250622,31675419
2250704,31679502
2250927,31682562
2251261,31688497
2251824,31713469
2251897,31716502
2251913,31716606
2252093,31726593
2252179,31731579
2252235,31735839
2252278,31737356
2252344,31740173
2252641,31758758
2252923,31771666
2253120,31782016
2253239,31788264
2253575,31808462
2253796,31816655
2253908,31818005
2253912,31818275
2253931,31819580
2254402,31836567
2255121,31868921
2255167,31869064
2255659,31885148
2255670,31886136
2255748,31891488
2256064,31909579
2256210,31917645
2256316,31924818
2257275,31971065
2257457,31975294
2257798,31980677
2258276,31986207
2258983,31994848
2259385,32000258
2259472,32002458
2260904,32047878
2260913,32048237
2261012,32049653
2261372,32056893
2261397,32057136
2261692,32063538
2261789,32064584
2264710,32089231
2264726,32089289
2265164,32094576
2265188,32095560
2265466,32104590
2266486,32123148
2266637,32124911
2267161,32137168
2267180,32137885
2267279,32140949
2267824,32148189
2267888,32148903
2268056,32153989
2269021,32171810
2269067,32172794
2269676,32182665
2269972,32188836
2270221,32194701
2270587,32203322
2270905,32209069
2271108,32211380
2271168,32212376
2271776,32222008
2272609,32236174
2273125,32245814
2273253,32247041
2273691,32255349
2273707,32255820
2273810,32257568
2273883,32260586
2274570,32272719
2274693,32274776
2275290,32294078
2275945,32321030
2275967,32322473
2276562,32343952
2276594,32345229
2276630,32346179
2277598,32407085
2277960,32425269
2279240,32471180
2279294,32472746
2279525,32479480
2280570,32503460
2280703,32506536
2281017,32514065
2281082,32514983
2281880,32528354
2282063,32530631
2283228,32561210
2283380,32580910
2283618,32594150
2284268,32617752
2284294,32617910
2284368,32618153
2284532,32619601
2284548,32619805
2284754,32621881
2285006,32626801
2285097,32627558
2285177,32628090
2285488,32630954
2285557,32631999
2285987,32636121
2286282,32642758
2286286,32642905
2286674,32647760
2286788,32649172
2286896,32651210
2286960,32652186
2287432,32693211
2287773,32715443
2287917,32730651
2288143,32740754
2288735,32764691
2288794,32765637
2289574,32790543
2290268,32814179
2291225,32850959
2292076,32899961
2292230,32921382
2292296,32931014
2292420,32942607
2292631,32953157
2293209,32996887
2293311,33005991
2293515,33019161
2293861,33044067
2293877,33044527
2293921,33048386
2294019,33059577
2294138,33069259
2294174,33072107
2294216,33073882
2294645,33111804
2294829,33128039
2294845,33131092
2295090,33150680
2295195,33153184
2295979,33174316
2296504,33194804
2296556,33196918
2296686,33202483
2297107,33225020
2297449,33238171
2298245,33256509
2299081,33305796
2299439,33319280
2299451,33322529
2299664,33331775
2299967,33343186
2300079,33351155
2300127,33353555
2300177,33356106
2300408,33372125
2300465,33376088
2300646,33400076
2300855,33407890
2301945,33429354
2302702,33452597
2302718,33452635
2303018,33459485
2303324,33464008
2303340,33464135
2303398,33466362
2303571,33469464
2303694,33473443
2304587,33495011
2304984,33503010
2305010,33503153
2305289,33509625
2305349,33511523
2305602,33514584
2305726,33515876
2306474,33530417
2306490,33531081
2306739,33537336
2306960,33541107
2307223,33544329
2308080,33562045
2308222,33564890
2308284,33565789
2308358,33567622
2308470,33570053
2308640,33574356
2308800,33577312
2308910,33580175
2309216,33585180
2309288,33587330
2309387,33589116
2309676,33594442
2309977,33598320
2310200,33604190
2310202,33604278
2310357,33608025
2310534,33611475
2310809,33616033
2310841,33616693
2310992,33620795
2312041,33644343
2312503,33654997
2312958,33661303
2313598,33674902
2314327,33689342
2314465,33692819
2314513,33694031
2314747,33699480
2314854,33703875
2315115,33709988
2315216,33711551
2315323,33713264
2315403,33715896
2315472,33716614
2315734,33722383
2316254,33732274
2316546,33739942
2316803,33748883
2316989,33752391
2317292,33756701
2317335,33757616
2317603,33761868
2317994,33774240
2318035,33774449
2318051,33774526
2318333,33780060
2318690,33787839
2318910,33791212
2319158,33795044
2319187,33797128
2319336,33798799
2319731,33811657
2319763,33812788
2320701,33833665
2320760,33836366
2321185,33846242
2321325,33850344
2321970,33873309
2322257,33882150
2323656,33905859
2323866,33909051
2324025,33913006
2324040,33913770
2324942,33936094
2325051,33938661
2325175,33940571
2325882,33957651
2326041,33960730
2326150,33963547
2326297,33965191
2326726,33973600
2326984,33978007
2327166,33982028
2327372,33984664
2327544,33990043
2327671,33992594
2328029,34001234
2328129,34004194
2328617,34012182
2328858,34017917
2328984,34020078
2329185,34022949
2329705,34035664
2330105,34041719
2330311,34045729
2330416,34048002
2331120,34059764
2331212,34061890
2331264,34062481
2332185,34079148
2332606,34087553
2332834,34093025
2332989,34095599
2333179,34099485
2333246,34100418
2333364,34102398
2334301,34116194
2334857,34128774
2335217,34136901
2335277,34139298
2335357,34140452
2336107,34155089
2336187,34156304
2336645,34165821
2336853,34170266
2337190,34177583
2337348,34181820
2337562,34184151
2337760,34186563
2338134,34193443
2338182,34194620
2338324,34195971
2338423,34198753
2338591,34201709
2338662,34202616
2338695,34204206
2338938,34206900
2338995,34207992
2339194,34210176
2339561,34215228
2340077,34227773
2340251,34232342
2340432,34248531
2340668,34272885
2341353,34309464
2341693,34328389
2342097,34347522
2342217,34353534
2342500,34371108
2342543,34376009
2342669,34395412
2342761,34400606
2342853,34411643
2343495,34427264
2343596,34429109
2343612,34429761
2343622,34429854
2343800,34434114
2344115,34441446
2344876,34460560
2345263,34470423
2345311,34470890
2345485,34473298
2345723,34479237
2345755,34479812
2345883,34483216
